orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id
44,560,TRANSFER,785.6,2025-05-01T00:00:00Z,False,-1
1127,205,TRANSFER,799.35,2025-05-01T00:00:00Z,False,-1
402,956,TRANSFER,352.13,2025-05-01T00:00:00Z,False,-1
1418,68,TRANSFER,680.3,2025-05-01T00:00:00Z,False,-1
113,133,TRANSFER,542.55,2025-05-01T00:00:00Z,False,-1
1108,25,TRANSFER,877.34,2025-05-01T00:00:00Z,False,-1
3,275,TRANSFER,236.35,2025-05-01T00:00:00Z,False,-1
967,30,TRANSFER,551.52,2025-05-01T00:00:00Z,False,-1
903,132,TRANSFER,775.86,2025-05-01T00:00:00Z,False,-1
1190,325,TRANSFER,158.17,2025-05-01T00:00:00Z,False,-1
35,179,TRANSFER,407.15,2025-05-01T00:00:00Z,False,-1
399,51,TRANSFER,812.29,2025-05-01T00:00:00Z,False,-1
63,12,TRANSFER,457.79,2025-05-01T00:00:00Z,False,-1
1332,21,TRANSFER,126.55,2025-05-01T00:00:00Z,False,-1
1332,40,TRANSFER,297.79,2025-05-01T00:00:00Z,False,-1
1437,736,TRANSFER,267.1,2025-05-01T00:00:00Z,False,-1
397,38,TRANSFER,226.44,2025-05-01T00:00:00Z,False,-1
969,3,TRANSFER,476.54,2025-05-01T00:00:00Z,False,-1
19,44,TRANSFER,530.34,2025-05-01T00:00:00Z,False,-1
1357,117,TRANSFER,782.26,2025-05-01T00:00:00Z,False,-1
917,17,TRANSFER,528.07,2025-05-01T00:00:00Z,False,-1
616,9,TRANSFER,631.27,2025-05-01T00:00:00Z,False,-1
641,118,TRANSFER,186.35,2025-05-01T00:00:00Z,False,-1
976,77,TRANSFER,815.07,2025-05-01T00:00:00Z,False,-1
976,77,TRANSFER,782.94,2025-05-01T00:00:00Z,False,-1
659,107,TRANSFER,629.17,2025-05-01T00:00:00Z,False,-1
784,53,TRANSFER,333.58,2025-05-01T00:00:00Z,False,-1
974,151,TRANSFER,593.81,2025-05-01T00:00:00Z,False,-1
1421,20,TRANSFER,286.08,2025-05-01T00:00:00Z,False,-1
1421,323,TRANSFER,252.85,2025-05-01T00:00:00Z,False,-1
400,46,TRANSFER,891.89,2025-05-01T00:00:00Z,False,-1
55,33,TRANSFER,799.7,2025-05-01T00:00:00Z,False,-1
979,127,TRANSFER,344.62,2025-05-01T00:00:00Z,False,-1
645,369,TRANSFER,695.65,2025-05-01T00:00:00Z,False,-1
599,99,TRANSFER,779.77,2025-05-01T00:00:00Z,False,-1
577,349,TRANSFER,637.21,2025-05-01T00:00:00Z,True,4
1139,119,TRANSFER,730.06,2025-05-01T00:00:00Z,False,-1
1324,40,TRANSFER,687.93,2025-05-01T00:00:00Z,False,-1
1324,31,TRANSFER,442.28,2025-05-01T00:00:00Z,False,-1
1324,40,TRANSFER,292.06,2025-05-01T00:00:00Z,False,-1
84,133,TRANSFER,698.17,2025-05-01T00:00:00Z,False,-1
421,125,TRANSFER,951.5,2025-05-01T00:00:00Z,True,21
794,1028,TRANSFER,390.34,2025-05-01T00:00:00Z,False,-1
1165,23,TRANSFER,626.14,2025-05-01T00:00:00Z,False,-1
1325,256,TRANSFER,571.5,2025-05-01T00:00:00Z,False,-1
648,190,TRANSFER,813.86,2025-05-01T00:00:00Z,False,-1
907,193,TRANSFER,578.75,2025-05-01T00:00:00Z,False,-1
907,193,TRANSFER,396.24,2025-05-01T00:00:00Z,False,-1
1128,43,TRANSFER,995.81,2025-05-01T00:00:00Z,False,-1
890,19,TRANSFER,560.16,2025-05-01T00:00:00Z,False,-1
1426,549,TRANSFER,829.49,2025-05-01T00:00:00Z,False,-1
435,78,TRANSFER,653.91,2025-05-01T00:00:00Z,True,13
26,1220,TRANSFER,290.77,2025-05-01T00:00:00Z,False,-1
1193,367,TRANSFER,370.13,2025-05-01T00:00:00Z,False,-1
1039,37,TRANSFER,761.17,2025-05-01T00:00:00Z,False,-1
1331,967,TRANSFER,647.8,2025-05-01T00:00:00Z,False,-1
894,74,TRANSFER,804.72,2025-05-01T00:00:00Z,False,-1
960,13,TRANSFER,692.66,2025-05-01T00:00:00Z,False,-1
622,118,TRANSFER,801.42,2025-05-01T00:00:00Z,False,-1
1154,170,TRANSFER,212.22,2025-05-01T00:00:00Z,False,-1
1389,146,TRANSFER,253.98,2025-05-01T00:00:00Z,False,-1
392,546,TRANSFER,262.48,2025-05-01T00:00:00Z,False,-1
6,33,TRANSFER,929.83,2025-05-01T00:00:00Z,False,-1
1105,104,TRANSFER,357.86,2025-05-01T00:00:00Z,False,-1
1155,166,TRANSFER,700.71,2025-05-01T00:00:00Z,False,-1
40,743,TRANSFER,694.81,2025-05-01T00:00:00Z,True,60
999,754,TRANSFER,755.62,2025-05-01T00:00:00Z,False,-1
891,365,TRANSFER,252.04,2025-05-01T00:00:00Z,False,-1
891,365,TRANSFER,481.05,2025-05-01T00:00:00Z,False,-1
1314,41,TRANSFER,270.96,2025-05-01T00:00:00Z,False,-1
949,341,TRANSFER,762.41,2025-05-01T00:00:00Z,False,-1
916,75,TRANSFER,887.51,2025-05-01T00:00:00Z,False,-1
791,23,TRANSFER,507.27,2025-05-01T00:00:00Z,True,8
23,1329,TRANSFER,152.74,2025-05-01T00:00:00Z,False,-1
626,8,TRANSFER,290.14,2025-05-01T00:00:00Z,False,-1
595,35,TRANSFER,526.97,2025-05-01T00:00:00Z,False,-1
936,62,TRANSFER,655.65,2025-05-01T00:00:00Z,False,-1
936,69,TRANSFER,152.84,2025-05-01T00:00:00Z,False,-1
1187,78,TRANSFER,781.57,2025-05-01T00:00:00Z,False,-1
951,26,TRANSFER,225.83,2025-05-01T00:00:00Z,False,-1
116,19,TRANSFER,171.13,2025-05-01T00:00:00Z,False,-1
1412,40,TRANSFER,766.74,2025-05-01T00:00:00Z,False,-1
767,112,TRANSFER,400.12,2025-05-01T00:00:00Z,False,-1
904,13,TRANSFER,723.65,2025-05-01T00:00:00Z,False,-1
1328,22,TRANSFER,962.83,2025-05-01T00:00:00Z,False,-1
876,27,TRANSFER,488.64,2025-05-01T00:00:00Z,False,-1
937,43,TRANSFER,579.99,2025-05-01T00:00:00Z,False,-1
1333,5,TRANSFER,876.25,2025-05-01T00:00:00Z,False,-1
928,39,TRANSFER,859.74,2025-05-01T00:00:00Z,False,-1
934,12,TRANSFER,300.85,2025-05-01T00:00:00Z,False,-1
895,28,TRANSFER,758.63,2025-05-01T00:00:00Z,False,-1
868,47,TRANSFER,166.99,2025-05-01T00:00:00Z,False,-1
758,339,TRANSFER,455.87,2025-05-01T00:00:00Z,True,11
1372,1070,TRANSFER,535.07,2025-05-01T00:00:00Z,False,-1
1372,20,TRANSFER,926.11,2025-05-01T00:00:00Z,False,-1
41,29,TRANSFER,785.47,2025-05-01T00:00:00Z,False,-1
41,29,TRANSFER,331.41,2025-05-01T00:00:00Z,False,-1
522,26,TRANSFER,704.04,2025-05-01T00:00:00Z,False,-1
859,40,TRANSFER,913.57,2025-05-01T00:00:00Z,False,-1
893,232,TRANSFER,659.66,2025-05-01T00:00:00Z,False,-1
869,32,TRANSFER,293.28,2025-05-01T00:00:00Z,False,-1
982,23,TRANSFER,312.55,2025-05-01T00:00:00Z,False,-1
614,66,TRANSFER,579.54,2025-05-01T00:00:00Z,False,-1
405,197,TRANSFER,783.59,2025-05-01T00:00:00Z,False,-1
918,7,TRANSFER,372.36,2025-05-01T00:00:00Z,False,-1
1238,9,TRANSFER,340.32,2025-05-01T00:00:00Z,True,0
9,288,TRANSFER,511.2,2025-05-01T00:00:00Z,False,-1
1319,1416,TRANSFER,119.24,2025-05-01T00:00:00Z,False,-1
1110,116,TRANSFER,840.52,2025-05-01T00:00:00Z,False,-1
1439,79,TRANSFER,934.62,2025-05-01T00:00:00Z,False,-1
809,73,TRANSFER,734.24,2025-05-01T00:00:00Z,False,-1
899,40,TRANSFER,751.38,2025-05-01T00:00:00Z,False,-1
1373,30,TRANSFER,969.58,2025-05-01T00:00:00Z,False,-1
1311,27,TRANSFER,411.4,2025-05-01T00:00:00Z,False,-1
382,89,TRANSFER,467.4,2025-05-01T00:00:00Z,False,-1
1203,26,TRANSFER,681.03,2025-05-01T00:00:00Z,False,-1
1385,1410,TRANSFER,710.22,2025-05-01T00:00:00Z,False,-1
1046,334,TRANSFER,890.08,2025-05-01T00:00:00Z,False,-1
498,10,TRANSFER,342.88,2025-05-01T00:00:00Z,False,-1
102,83,TRANSFER,847.82,2025-05-01T00:00:00Z,False,-1
94,17,TRANSFER,251.45,2025-05-01T00:00:00Z,False,-1
95,856,TRANSFER,357.32,2025-05-01T00:00:00Z,True,32
1305,53,TRANSFER,484.58,2025-05-01T00:00:00Z,False,-1
1302,41,TRANSFER,575.15,2025-05-01T00:00:00Z,False,-1
1429,28,TRANSFER,276.85,2025-05-01T00:00:00Z,False,-1
403,755,TRANSFER,624.78,2025-05-01T00:00:00Z,False,-1
1062,340,TRANSFER,127.78,2025-05-01T00:00:00Z,True,18
900,113,TRANSFER,517.06,2025-05-01T00:00:00Z,False,-1
1378,31,TRANSFER,777.51,2025-05-01T00:00:00Z,False,-1
957,21,TRANSFER,633.76,2025-05-01T00:00:00Z,False,-1
957,657,TRANSFER,421.02,2025-05-01T00:00:00Z,False,-1
1162,350,TRANSFER,137.99,2025-05-01T00:00:00Z,False,-1
1107,104,TRANSFER,754.35,2025-05-01T00:00:00Z,False,-1
288,43,TRANSFER,529.79,2025-05-01T00:00:00Z,False,-1
946,3,TRANSFER,969.6,2025-05-01T00:00:00Z,False,-1
1406,249,TRANSFER,500.91,2025-05-01T00:00:00Z,False,-1
1023,338,TRANSFER,176.71,2025-05-01T00:00:00Z,False,-1
943,240,TRANSFER,921.23,2025-05-01T00:00:00Z,False,-1
391,571,TRANSFER,221.22,2025-05-01T00:00:00Z,False,-1
1264,15,TRANSFER,734.74,2025-05-01T00:00:00Z,False,-1
1420,227,TRANSFER,140.67,2025-05-01T00:00:00Z,False,-1
783,98,TRANSFER,957.02,2025-05-01T00:00:00Z,False,-1
1011,117,TRANSFER,646.77,2025-05-01T00:00:00Z,False,-1
496,1248,TRANSFER,187.66,2025-05-01T00:00:00Z,False,-1
1326,21,TRANSFER,508.98,2025-05-01T00:00:00Z,False,-1
1326,125,TRANSFER,180.62,2025-05-01T00:00:00Z,False,-1
1045,386,TRANSFER,723.46,2025-05-01T00:00:00Z,False,-1
107,731,TRANSFER,853.18,2025-05-01T00:00:00Z,False,-1
1417,92,TRANSFER,316.18,2025-05-01T00:00:00Z,False,-1
608,120,TRANSFER,701.54,2025-05-01T00:00:00Z,False,-1
402,328,TRANSFER,239.58,2025-05-01T00:00:00Z,True,3
1369,173,TRANSFER,815.91,2025-05-01T00:00:00Z,False,-1
74,292,TRANSFER,459.22,2025-05-01T00:00:00Z,False,-1
74,292,TRANSFER,939.25,2025-05-01T00:00:00Z,False,-1
1422,103,TRANSFER,826.77,2025-05-01T00:00:00Z,False,-1
126,24,TRANSFER,197.22,2025-05-01T00:00:00Z,False,-1
14,8,TRANSFER,506.02,2025-05-01T00:00:00Z,False,-1
61,72,TRANSFER,651.91,2025-05-01T00:00:00Z,False,-1
36,434,TRANSFER,985.48,2025-05-01T00:00:00Z,True,39
36,52,TRANSFER,902.34,2025-05-01T00:00:00Z,False,-1
1409,36,TRANSFER,986.03,2025-05-01T00:00:00Z,False,-1
22,49,TRANSFER,520.51,2025-05-01T00:00:00Z,False,-1
132,17,TRANSFER,656.15,2025-05-01T00:00:00Z,False,-1
11,39,TRANSFER,192.11,2025-05-01T00:00:00Z,False,-1
985,7,TRANSFER,877.49,2025-05-01T00:00:00Z,True,10
945,21,TRANSFER,687.85,2025-05-01T00:00:00Z,False,-1
615,69,TRANSFER,392.42,2025-05-01T00:00:00Z,False,-1
781,169,TRANSFER,728.04,2025-05-01T00:00:00Z,False,-1
1365,547,TRANSFER,251.67,2025-05-01T00:00:00Z,False,-1
751,141,TRANSFER,775.83,2025-05-01T00:00:00Z,False,-1
1343,29,TRANSFER,161.9,2025-05-01T00:00:00Z,False,-1
1343,324,TRANSFER,372.35,2025-05-01T00:00:00Z,False,-1
973,71,TRANSFER,587.15,2025-05-01T00:00:00Z,False,-1
789,22,TRANSFER,401.41,2025-05-01T00:00:00Z,False,-1
875,39,TRANSFER,278.68,2025-05-01T00:00:00Z,False,-1
604,29,TRANSFER,879.25,2025-05-01T00:00:00Z,False,-1
1153,75,TRANSFER,752.97,2025-05-01T00:00:00Z,False,-1
1430,52,TRANSFER,487.37,2025-05-01T00:00:00Z,False,-1
1395,1037,TRANSFER,816.53,2025-05-01T00:00:00Z,False,-1
944,128,TRANSFER,525.98,2025-05-01T00:00:00Z,False,-1
778,657,TRANSFER,549.8,2025-05-01T00:00:00Z,False,-1
1121,140,TRANSFER,829.9,2025-05-01T00:00:00Z,False,-1
64,48,TRANSFER,566.54,2025-05-01T00:00:00Z,False,-1
1015,30,TRANSFER,485.65,2025-05-01T00:00:00Z,False,-1
863,128,TRANSFER,960.58,2025-05-01T00:00:00Z,True,19
1391,41,TRANSFER,358.57,2025-05-01T00:00:00Z,False,-1
1391,249,TRANSFER,118.14,2025-05-01T00:00:00Z,False,-1
1388,197,TRANSFER,141.78,2025-05-01T00:00:00Z,False,-1
1132,18,TRANSFER,684.74,2025-05-01T00:00:00Z,False,-1
37,980,TRANSFER,825.22,2025-05-01T00:00:00Z,True,31
37,571,TRANSFER,825.22,2025-05-01T00:00:00Z,True,31
380,50,TRANSFER,503.11,2025-05-01T00:00:00Z,False,-1
799,28,TRANSFER,947.86,2025-05-01T00:00:00Z,False,-1
610,38,TRANSFER,574.44,2025-05-01T00:00:00Z,False,-1
1425,14,TRANSFER,107.58,2025-05-01T00:00:00Z,False,-1
606,8,TRANSFER,920.79,2025-05-01T00:00:00Z,False,-1
424,38,TRANSFER,864.57,2025-05-01T00:00:00Z,True,2
1400,159,TRANSFER,278.69,2025-05-01T00:00:00Z,False,-1
1433,38,TRANSFER,151.38,2025-05-01T00:00:00Z,False,-1
822,29,TRANSFER,349.55,2025-05-01T00:00:00Z,False,-1
1021,24,TRANSFER,933.45,2025-05-01T00:00:00Z,False,-1
1382,10,TRANSFER,792.76,2025-05-01T00:00:00Z,False,-1
1338,43,TRANSFER,104.01,2025-05-01T00:00:00Z,False,-1
942,7,TRANSFER,803.49,2025-05-01T00:00:00Z,False,-1
277,452,TRANSFER,839.1,2025-05-01T00:00:00Z,False,-1
1304,27,TRANSFER,450.37,2025-05-01T00:00:00Z,False,-1
12,52,TRANSFER,913.39,2025-05-01T00:00:00Z,False,-1
504,103,TRANSFER,496.92,2025-05-01T00:00:00Z,False,-1
503,12,TRANSFER,481.11,2025-05-01T00:00:00Z,False,-1
1160,90,TRANSFER,724.95,2025-05-01T00:00:00Z,False,-1
1262,14,TRANSFER,935.06,2025-05-02T00:00:00Z,False,-1
1378,17,TRANSFER,793.87,2025-05-02T00:00:00Z,False,-1
129,43,TRANSFER,858.88,2025-05-02T00:00:00Z,False,-1
1350,48,TRANSFER,601.06,2025-05-02T00:00:00Z,False,-1
1161,977,TRANSFER,485.7,2025-05-02T00:00:00Z,False,-1
1421,323,TRANSFER,135.03,2025-05-02T00:00:00Z,False,-1
385,139,TRANSFER,706.48,2025-05-02T00:00:00Z,False,-1
906,21,TRANSFER,425.24,2025-05-02T00:00:00Z,False,-1
906,56,TRANSFER,928.61,2025-05-02T00:00:00Z,False,-1
862,13,TRANSFER,202.31,2025-05-02T00:00:00Z,False,-1
1430,52,TRANSFER,304.29,2025-05-02T00:00:00Z,False,-1
1393,445,TRANSFER,706.15,2025-05-02T00:00:00Z,False,-1
515,36,TRANSFER,163.16,2025-05-02T00:00:00Z,False,-1
40,30,TRANSFER,794.16,2025-05-02T00:00:00Z,False,-1
1408,10,TRANSFER,514.28,2025-05-02T00:00:00Z,False,-1
1413,43,TRANSFER,978.67,2025-05-02T00:00:00Z,False,-1
1027,11,TRANSFER,205.04,2025-05-02T00:00:00Z,False,-1
615,972,TRANSFER,528.59,2025-05-02T00:00:00Z,False,-1
1278,42,TRANSFER,654.97,2025-05-02T00:00:00Z,False,-1
922,11,TRANSFER,718.62,2025-05-02T00:00:00Z,False,-1
1164,6,TRANSFER,726.24,2025-05-02T00:00:00Z,False,-1
48,14,TRANSFER,770.41,2025-05-02T00:00:00Z,False,-1
884,23,TRANSFER,358.62,2025-05-02T00:00:00Z,False,-1
1381,62,TRANSFER,447.83,2025-05-02T00:00:00Z,False,-1
1113,40,TRANSFER,360.88,2025-05-02T00:00:00Z,False,-1
916,79,TRANSFER,427.32,2025-05-02T00:00:00Z,False,-1
916,75,TRANSFER,645.05,2025-05-02T00:00:00Z,False,-1
867,40,TRANSFER,694.68,2025-05-02T00:00:00Z,False,-1
627,699,TRANSFER,986.69,2025-05-02T00:00:00Z,False,-1
132,29,TRANSFER,297.01,2025-05-02T00:00:00Z,True,14
908,22,TRANSFER,489.34,2025-05-02T00:00:00Z,False,-1
863,29,TRANSFER,299.93,2025-05-02T00:00:00Z,False,-1
1405,16,TRANSFER,438.36,2025-05-02T00:00:00Z,False,-1
1405,16,TRANSFER,708.34,2025-05-02T00:00:00Z,False,-1
877,163,TRANSFER,488.08,2025-05-02T00:00:00Z,False,-1
1387,346,TRANSFER,473.9,2025-05-02T00:00:00Z,False,-1
923,10,TRANSFER,659.11,2025-05-02T00:00:00Z,False,-1
64,48,TRANSFER,416.77,2025-05-02T00:00:00Z,False,-1
19,44,TRANSFER,885.92,2025-05-02T00:00:00Z,False,-1
607,45,TRANSFER,542.05,2025-05-02T00:00:00Z,False,-1
1337,47,TRANSFER,376.08,2025-05-02T00:00:00Z,False,-1
1123,61,TRANSFER,686.63,2025-05-02T00:00:00Z,False,-1
658,35,TRANSFER,527.98,2025-05-02T00:00:00Z,False,-1
517,30,TRANSFER,708.89,2025-05-02T00:00:00Z,False,-1
1022,64,TRANSFER,628.46,2025-05-02T00:00:00Z,False,-1
1111,17,TRANSFER,568.72,2025-05-02T00:00:00Z,False,-1
1346,34,TRANSFER,246.4,2025-05-02T00:00:00Z,False,-1
1355,767,TRANSFER,138.61,2025-05-02T00:00:00Z,False,-1
1352,597,TRANSFER,787.51,2025-05-02T00:00:00Z,False,-1
386,23,TRANSFER,958.21,2025-05-02T00:00:00Z,False,-1
1390,47,TRANSFER,482.42,2025-05-02T00:00:00Z,False,-1
78,329,TRANSFER,212.68,2025-05-02T00:00:00Z,False,-1
57,36,TRANSFER,661.5,2025-05-02T00:00:00Z,False,-1
1321,346,TRANSFER,686.81,2025-05-02T00:00:00Z,False,-1
1005,91,TRANSFER,454.91,2025-05-02T00:00:00Z,False,-1
782,438,TRANSFER,577.0,2025-05-02T00:00:00Z,False,-1
660,963,TRANSFER,387.11,2025-05-02T00:00:00Z,False,-1
952,41,TRANSFER,129.46,2025-05-02T00:00:00Z,False,-1
509,436,TRANSFER,248.84,2025-05-02T00:00:00Z,False,-1
43,318,TRANSFER,730.21,2025-05-02T00:00:00Z,False,-1
818,58,TRANSFER,693.22,2025-05-02T00:00:00Z,False,-1
18,32,TRANSFER,561.57,2025-05-02T00:00:00Z,False,-1
1375,32,TRANSFER,159.29,2025-05-02T00:00:00Z,False,-1
880,49,TRANSFER,930.1,2025-05-02T00:00:00Z,False,-1
1357,48,TRANSFER,445.89,2025-05-02T00:00:00Z,False,-1
1357,48,TRANSFER,355.25,2025-05-02T00:00:00Z,False,-1
1399,283,TRANSFER,995.39,2025-05-02T00:00:00Z,False,-1
613,61,TRANSFER,990.63,2025-05-02T00:00:00Z,False,-1
121,42,TRANSFER,576.97,2025-05-02T00:00:00Z,False,-1
925,352,TRANSFER,974.47,2025-05-02T00:00:00Z,False,-1
73,32,TRANSFER,224.95,2025-05-02T00:00:00Z,False,-1
73,32,TRANSFER,785.35,2025-05-02T00:00:00Z,False,-1
214,10,TRANSFER,174.39,2025-05-02T00:00:00Z,False,-1
1434,62,TRANSFER,240.22,2025-05-02T00:00:00Z,False,-1
885,346,TRANSFER,104.57,2025-05-02T00:00:00Z,False,-1
523,339,TRANSFER,698.66,2025-05-02T00:00:00Z,False,-1
27,53,TRANSFER,441.39,2025-05-02T00:00:00Z,False,-1
1320,11,TRANSFER,248.73,2025-05-02T00:00:00Z,False,-1
378,1033,TRANSFER,400.33,2025-05-02T00:00:00Z,False,-1
1404,76,TRANSFER,870.65,2025-05-02T00:00:00Z,False,-1
960,25,TRANSFER,966.5,2025-05-02T00:00:00Z,False,-1
278,1177,TRANSFER,296.59,2025-05-02T00:00:00Z,False,-1
226,26,TRANSFER,956.65,2025-05-02T00:00:00Z,False,-1
219,51,TRANSFER,828.32,2025-05-02T00:00:00Z,False,-1
1275,122,TRANSFER,116.51,2025-05-02T00:00:00Z,True,20
499,1225,TRANSFER,950.42,2025-05-02T00:00:00Z,False,-1
932,9,TRANSFER,891.33,2025-05-02T00:00:00Z,False,-1
893,62,TRANSFER,946.49,2025-05-02T00:00:00Z,False,-1
1290,15,TRANSFER,320.45,2025-05-02T00:00:00Z,False,-1
609,40,TRANSFER,784.48,2025-05-02T00:00:00Z,False,-1
1342,50,TRANSFER,258.65,2025-05-02T00:00:00Z,False,-1
380,27,TRANSFER,666.53,2025-05-02T00:00:00Z,False,-1
921,238,TRANSFER,344.15,2025-05-02T00:00:00Z,False,-1
389,19,TRANSFER,518.83,2025-05-02T00:00:00Z,False,-1
1416,1319,TRANSFER,907.38,2025-05-02T00:00:00Z,False,-1
1416,175,TRANSFER,395.78,2025-05-02T00:00:00Z,False,-1
0,20,TRANSFER,498.04,2025-05-02T00:00:00Z,False,-1
0,19,TRANSFER,209.29,2025-05-02T00:00:00Z,False,-1
756,282,TRANSFER,723.02,2025-05-02T00:00:00Z,False,-1
811,194,TRANSFER,437.01,2025-05-02T00:00:00Z,False,-1
1263,63,TRANSFER,674.4,2025-05-02T00:00:00Z,False,-1
394,985,TRANSFER,220.92,2025-05-02T00:00:00Z,False,-1
394,985,TRANSFER,621.14,2025-05-02T00:00:00Z,False,-1
1403,645,TRANSFER,654.38,2025-05-02T00:00:00Z,False,-1
941,4,TRANSFER,539.73,2025-05-02T00:00:00Z,False,-1
941,754,TRANSFER,982.12,2025-05-02T00:00:00Z,False,-1
1156,45,TRANSFER,154.49,2025-05-02T00:00:00Z,False,-1
896,14,TRANSFER,143.43,2025-05-02T00:00:00Z,False,-1
115,35,TRANSFER,306.3,2025-05-02T00:00:00Z,False,-1
621,33,TRANSFER,971.08,2025-05-02T00:00:00Z,False,-1
1400,60,TRANSFER,620.97,2025-05-02T00:00:00Z,False,-1
971,75,TRANSFER,473.31,2025-05-02T00:00:00Z,True,6
75,644,TRANSFER,656.33,2025-05-02T00:00:00Z,False,-1
